"fips","pop","state","mpg","cyl","disp","hp","drat","qsec","vs","am","gear","carb","wt_lbs","id","mod_flag","speed_lim","ticket_amount"
"29",606,"Missouri",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,1083
"29",606,"Missouri",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"29",606,"Missouri",14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",FALSE,70,1087
"29",606,"Missouri",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"29",606,"Missouri",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"29",606,"Missouri",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"29",606,"Missouri",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"29",606,"Missouri",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"29",606,"Missouri",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"29",606,"Missouri",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"29",606,"Missouri",21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",FALSE,70,0
"29",606,"Missouri",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,0
"29",606,"Missouri",17.3,8,275.8,231,3.07,17.6,0,0,3,3,3254,"car_type_13",TRUE,70,0
"29",606,"Missouri",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"29",606,"Missouri",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,0
"29",606,"Missouri",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"29",606,"Missouri",14.7,8,440,266,3.23,17.42,0,0,3,4,4886,"car_type_17",TRUE,70,916
"29",606,"Missouri",21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",FALSE,70,0
"29",606,"Missouri",21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",FALSE,70,0
"29",606,"Missouri",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,0
"29",606,"Missouri",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"29",606,"Missouri",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"29",606,"Missouri",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"29",606,"Missouri",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"29",606,"Missouri",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"29",606,"Missouri",33.9,4,71.1,75,4.22,19.9,1,1,4,1,1624,"car_type_20",TRUE,70,0
"29",606,"Missouri",30.4,4,75.7,63,4.93,18.52,1,1,4,2,1440,"car_type_19",TRUE,70,0
"29",606,"Missouri",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,0
"29",606,"Missouri",14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",FALSE,70,0
"29",606,"Missouri",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"29",606,"Missouri",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"29",606,"Missouri",15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",FALSE,70,958
"29",606,"Missouri",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"29",606,"Missouri",21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",FALSE,70,0
"29",606,"Missouri",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"29",606,"Missouri",21.5,4,120.1,120,3.7,20.01,1,0,3,1,2062,"car_type_21",TRUE,70,0
"29",606,"Missouri",21,6,160,131,3.9,16.46,0,1,4,4,2497,"car_type_1",TRUE,70,988
"29",606,"Missouri",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"29",606,"Missouri",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"29",606,"Missouri",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"29",606,"Missouri",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"29",606,"Missouri",14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",FALSE,70,0
"29",606,"Missouri",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"29",606,"Missouri",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"29",606,"Missouri",15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",FALSE,70,0
"29",606,"Missouri",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,0
"29",606,"Missouri",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"29",606,"Missouri",32.4,4,78.7,74,4.08,19.47,1,1,4,1,1736,"car_type_18",TRUE,70,840
"29",606,"Missouri",15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",FALSE,70,0
"29",606,"Missouri",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"29",606,"Missouri",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"29",606,"Missouri",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,1073
"29",606,"Missouri",30.4,4,75.7,66,4.93,18.52,1,1,4,2,1472,"car_type_19",TRUE,70,1150
"29",606,"Missouri",15.2,8,304,178,3.15,17.3,0,0,3,2,3033,"car_type_23",TRUE,70,0
"29",606,"Missouri",21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",FALSE,70,0
"29",606,"Missouri",15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",FALSE,70,1039
"29",606,"Missouri",14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",FALSE,70,0
"29",606,"Missouri",14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",FALSE,70,0
"29",606,"Missouri",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,0
"29",606,"Missouri",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"29",606,"Missouri",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"29",606,"Missouri",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
